week,game,player_name,prop_type,line,over_odds,under_odds,sportsbook,scrape_timestamp
11,WAS Commanders @ MIA Dolphins,De'Von Achane,Longest Rush,19.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,CAR Panthers @ ATL Falcons,Rico Dowdle,Longest Rush,16.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,DET Lions @ PHI Eagles,Saquon Barkley,Longest Rush,16.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CIN Bengals @ PIT Steelers,Jaylen Warren,Longest Rush,15.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,DAL Cowboys @ LV Raiders,Javonte Williams,Longest Rush,15.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,NY Jets @ NE Patriots,TreVeyon Henderson,Longest Rush,15.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,BAL Ravens @ CLE Browns,Derrick Henry,Longest Rush,15.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,TB Buccaneers @ BUF Bills,James Cook,Longest Rush,15.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,GB Packers @ NY Giants,Josh Jacobs,Longest Rush,15.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CAR Panthers @ ATL Falcons,Bijan Robinson,Longest Rush,15.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,BAL Ravens @ CLE Browns,Quinshon Judkins,Longest Rush,15.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,DET Lions @ PHI Eagles,Jahmyr Gibbs,Longest Rush,15.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,SF 49ers @ ARI Cardinals,Christian McCaffrey,Longest Rush,14.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,LA Chargers @ JAX Jaguars,Kimani Vidal,Longest Rush,14.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CHI Bears @ MIN Vikings,D'Andre Swift,Longest Rush,14.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,HOU Texans @ TEN Titans,Woody Marks,Longest Rush,13.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,DET Lions @ PHI Eagles,Jalen Hurts,Longest Rush,13.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,NY Jets @ NE Patriots,Breece Hall,Longest Rush,13.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,SEA Seahawks @ LA Rams,Kyren Williams,Longest Rush,13.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,BAL Ravens @ CLE Browns,Lamar Jackson,Longest Rush,13.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,DAL Cowboys @ LV Raiders,Ashton Jeanty,Longest Rush,13.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,LA Chargers @ JAX Jaguars,Travis Etienne Jr.,Longest Rush,12.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,CIN Bengals @ PIT Steelers,Chase Brown,Longest Rush,12.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,NY Jets @ NE Patriots,Drake Maye,Longest Rush,12.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,TB Buccaneers @ BUF Bills,Josh Allen,Longest Rush,12.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,NY Jets @ NE Patriots,Justin Fields,Longest Rush,12.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,KC Chiefs @ DEN Broncos,Patrick Mahomes,Longest Rush,12.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,SEA Seahawks @ LA Rams,Kenneth Walker III,Longest Rush,12.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,CHI Bears @ MIN Vikings,Aaron Jones,Longest Rush,12.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,KC Chiefs @ DEN Broncos,Bo Nix,Longest Rush,12.5,+100,−130,DraftKings,2025-11-13T11:51:57.956264
11,CHI Bears @ MIN Vikings,Caleb Williams,Longest Rush,11.5,−135,+105,DraftKings,2025-11-13T11:51:57.956264
11,KC Chiefs @ DEN Broncos,RJ Harvey,Longest Rush,11.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,GB Packers @ NY Giants,Tyrone Tracy Jr.,Longest Rush,11.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,CHI Bears @ MIN Vikings,Jordan Mason,Longest Rush,11.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,DET Lions @ PHI Eagles,David Montgomery,Longest Rush,11.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,WAS Commanders @ MIA Dolphins,Chris Rodriguez Jr.,Longest Rush,11.5,+100,−130,DraftKings,2025-11-13T11:51:57.956264
11,HOU Texans @ TEN Titans,Tony Pollard,Longest Rush,10.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,SEA Seahawks @ LA Rams,Zach Charbonnet,Longest Rush,10.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,SEA Seahawks @ LA Rams,Blake Corum,Longest Rush,10.5,+100,−130,DraftKings,2025-11-13T11:51:57.956264
11,SF 49ers @ ARI Cardinals,Zonovan Knight,Longest Rush,10.5,+100,−130,DraftKings,2025-11-13T11:51:57.956264
11,KC Chiefs @ DEN Broncos,Kareem Hunt,Longest Rush,9.5,−130,+100,DraftKings,2025-11-13T11:51:57.956264
11,WAS Commanders @ MIA Dolphins,Jacory Croskey-Merritt,Longest Rush,9.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,CAR Panthers @ ATL Falcons,Tyler Allgeier,Longest Rush,9.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,HOU Texans @ TEN Titans,Tyjae Spears,Longest Rush,9.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,SF 49ers @ ARI Cardinals,Jacoby Brissett,Longest Rush,9.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,LA Chargers @ JAX Jaguars,Trevor Lawrence,Longest Rush,9.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,GB Packers @ NY Giants,Jordan Love,Longest Rush,8.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,SF 49ers @ ARI Cardinals,Brian Robinson Jr.,Longest Rush,8.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,LA Chargers @ JAX Jaguars,Bhayshul Tuten,Longest Rush,7.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CIN Bengals @ PIT Steelers,Kenneth Gainwell,Longest Rush,7.5,+105,−135,DraftKings,2025-11-13T11:51:57.956264
11,CAR Panthers @ ATL Falcons,Michael Penix Jr.,Longest Rush,6.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,NY Jets @ NE Patriots,Isaiah Davis,Longest Rush,6.5,+100,−130,DraftKings,2025-11-13T11:51:57.956264
11,CAR Panthers @ ATL Falcons,Bryce Young,Longest Rush,5.5,−130,+100,DraftKings,2025-11-13T11:51:57.956264
11,HOU Texans @ TEN Titans,Davis Mills,Longest Rush,5.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,HOU Texans @ TEN Titans,Cameron Ward,Longest Rush,5.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,SEA Seahawks @ LA Rams,Sam Darnold,Longest Rush,4.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,SEA Seahawks @ LA Rams,Jaxon Smith-Njigba,Longest Reception,28.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,SEA Seahawks @ LA Rams,Puka Nacua,Longest Reception,26.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CIN Bengals @ PIT Steelers,Ja'Marr Chase,Longest Reception,25.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,WAS Commanders @ MIA Dolphins,Jaylen Waddle,Longest Reception,25.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,DAL Cowboys @ LV Raiders,CeeDee Lamb,Longest Reception,25.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CHI Bears @ MIN Vikings,Justin Jefferson,Longest Reception,25.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,DAL Cowboys @ LV Raiders,George Pickens,Longest Reception,24.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,KC Chiefs @ DEN Broncos,Rashee Rice,Longest Reception,24.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,TB Buccaneers @ BUF Bills,Emeka Egbuka,Longest Reception,23.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,BAL Ravens @ CLE Browns,Zay Flowers,Longest Reception,23.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,DET Lions @ PHI Eagles,A.J. Brown,Longest Reception,23.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CAR Panthers @ ATL Falcons,Drake London,Longest Reception,23.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,SEA Seahawks @ LA Rams,Davante Adams,Longest Reception,22.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,DET Lions @ PHI Eagles,Jameson Williams,Longest Reception,22.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,HOU Texans @ TEN Titans,Nico Collins,Longest Reception,22.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CHI Bears @ MIN Vikings,Rome Odunze,Longest Reception,22.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CIN Bengals @ PIT Steelers,DK Metcalf,Longest Reception,22.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,DAL Cowboys @ LV Raiders,Brock Bowers,Longest Reception,22.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,DET Lions @ PHI Eagles,Amon-Ra St. Brown,Longest Reception,21.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,DET Lions @ PHI Eagles,DeVonta Smith,Longest Reception,21.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,NY Jets @ NE Patriots,Stefon Diggs,Longest Reception,21.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,DAL Cowboys @ LV Raiders,Tre Tucker,Longest Reception,21.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,SF 49ers @ ARI Cardinals,Trey McBride,Longest Reception,21.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,CHI Bears @ MIN Vikings,Jordan Addison,Longest Reception,21.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,LA Chargers @ JAX Jaguars,Ladd McConkey,Longest Reception,21.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,GB Packers @ NY Giants,Christian Watson,Longest Reception,20.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,CIN Bengals @ PIT Steelers,Tee Higgins,Longest Reception,20.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,KC Chiefs @ DEN Broncos,Courtland Sutton,Longest Reception,20.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,GB Packers @ NY Giants,Darius Slayton,Longest Reception,20.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,WAS Commanders @ MIA Dolphins,Deebo Samuel,Longest Reception,20.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,SF 49ers @ ARI Cardinals,Michael Wilson,Longest Reception,20.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,GB Packers @ NY Giants,Romeo Doubs,Longest Reception,20.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,GB Packers @ NY Giants,Wan'Dale Robinson,Longest Reception,20.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,KC Chiefs @ DEN Broncos,Xavier Worthy,Longest Reception,20.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CAR Panthers @ ATL Falcons,Tetairoa McMillan,Longest Reception,20.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,SF 49ers @ ARI Cardinals,George Kittle,Longest Reception,20.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,TB Buccaneers @ BUF Bills,Khalil Shakir,Longest Reception,19.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,LA Chargers @ JAX Jaguars,Quentin Johnston,Longest Reception,19.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,KC Chiefs @ DEN Broncos,Troy Franklin,Longest Reception,19.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CHI Bears @ MIN Vikings,D.J. Moore,Longest Reception,19.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,TB Buccaneers @ BUF Bills,Keon Coleman,Longest Reception,19.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,CAR Panthers @ ATL Falcons,Kyle Pitts,Longest Reception,19.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,NY Jets @ NE Patriots,Mack Hollins,Longest Reception,19.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,SEA Seahawks @ LA Rams,Rashid Shaheed,Longest Reception,18.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,KC Chiefs @ DEN Broncos,Travis Kelce,Longest Reception,18.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,HOU Texans @ TEN Titans,Calvin Ridley,Longest Reception,18.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,GB Packers @ NY Giants,Theo Johnson,Longest Reception,18.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,CIN Bengals @ PIT Steelers,Calvin Austin III,Longest Reception,17.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,DET Lions @ PHI Eagles,Sam LaPorta,Longest Reception,17.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,NY Jets @ NE Patriots,Demario Douglas,Longest Reception,17.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,SF 49ers @ ARI Cardinals,Christian McCaffrey,Longest Reception,17.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,BAL Ravens @ CLE Browns,Jerry Jeudy,Longest Reception,17.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,TB Buccaneers @ BUF Bills,Cade Otton,Longest Reception,17.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,HOU Texans @ TEN Titans,Dalton Schultz,Longest Reception,16.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,HOU Texans @ TEN Titans,Elic Ayomanor,Longest Reception,16.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,LA Chargers @ JAX Jaguars,Keenan Allen,Longest Reception,16.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,DET Lions @ PHI Eagles,Dallas Goedert,Longest Reception,16.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,WAS Commanders @ MIA Dolphins,Zach Ertz,Longest Reception,16.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,NY Jets @ NE Patriots,Hunter Henry,Longest Reception,16.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,NY Jets @ NE Patriots,Kyle Williams,Longest Reception,16.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,TB Buccaneers @ BUF Bills,Dawson Knox,Longest Reception,16.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,WAS Commanders @ MIA Dolphins,De'Von Achane,Longest Reception,16.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,BAL Ravens @ CLE Browns,Mark Andrews,Longest Reception,16.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,SEA Seahawks @ LA Rams,Cooper Kupp,Longest Reception,15.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,CAR Panthers @ ATL Falcons,Bijan Robinson,Longest Reception,15.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,SF 49ers @ ARI Cardinals,Greg Dortch,Longest Reception,15.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,DAL Cowboys @ LV Raiders,Jake Ferguson,Longest Reception,15.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,DAL Cowboys @ LV Raiders,Tyler Lockett,Longest Reception,14.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,KC Chiefs @ DEN Broncos,Marquise Brown,Longest Reception,14.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,CIN Bengals @ PIT Steelers,Pat Freiermuth,Longest Reception,14.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,HOU Texans @ TEN Titans,Chigoziem Okonkwo,Longest Reception,14.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,BAL Ravens @ CLE Browns,Isaiah Likely,Longest Reception,14.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,WAS Commanders @ MIA Dolphins,Malik Washington,Longest Reception,14.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,BAL Ravens @ CLE Browns,Harold Fannin Jr.,Longest Reception,14.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,CAR Panthers @ ATL Falcons,Jalen Coker,Longest Reception,14.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,GB Packers @ NY Giants,Luke Musgrave,Longest Reception,14.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,WAS Commanders @ MIA Dolphins,Jaylin Lane,Longest Reception,14.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,NY Jets @ NE Patriots,Mason Taylor,Longest Reception,13.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,DAL Cowboys @ LV Raiders,Michael Mayer,Longest Reception,13.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,SEA Seahawks @ LA Rams,A.J. Barner,Longest Reception,13.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,KC Chiefs @ DEN Broncos,Marvin Mims,Longest Reception,13.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,KC Chiefs @ DEN Broncos,Evan Engram,Longest Reception,13.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,CIN Bengals @ PIT Steelers,Noah Fant,Longest Reception,13.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,CIN Bengals @ PIT Steelers,Jonnu Smith,Longest Reception,12.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,WAS Commanders @ MIA Dolphins,Nick Westbrook-Ikhine,Longest Reception,12.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,SEA Seahawks @ LA Rams,Tyler Higbee,Longest Reception,12.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,CAR Panthers @ ATL Falcons,Xavier Legette,Longest Reception,12.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,HOU Texans @ TEN Titans,Jayden Higgins,Longest Reception,12.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,SEA Seahawks @ LA Rams,Terrance Ferguson,Longest Reception,12.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CIN Bengals @ PIT Steelers,Andrei Iosivas,Longest Reception,12.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,NY Jets @ NE Patriots,Tyler Johnson,Longest Reception,12.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,CHI Bears @ MIN Vikings,Aaron Jones,Longest Reception,11.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,CIN Bengals @ PIT Steelers,Chase Brown,Longest Reception,11.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,DET Lions @ PHI Eagles,Jahmyr Gibbs,Longest Reception,11.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CIN Bengals @ PIT Steelers,Jaylen Warren,Longest Reception,11.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CAR Panthers @ ATL Falcons,Ja'Tavion Sanders,Longest Reception,10.5,−130,+100,DraftKings,2025-11-13T11:51:57.956264
11,DET Lions @ PHI Eagles,Saquon Barkley,Longest Reception,10.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,HOU Texans @ TEN Titans,Woody Marks,Longest Reception,10.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,CIN Bengals @ PIT Steelers,Darnell Washington,Longest Reception,10.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,NY Jets @ NE Patriots,TreVeyon Henderson,Longest Reception,10.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,GB Packers @ NY Giants,Josh Jacobs,Longest Reception,10.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,LA Chargers @ JAX Jaguars,Travis Etienne Jr.,Longest Reception,10.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,LA Chargers @ JAX Jaguars,Tre Harris,Longest Reception,10.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,HOU Texans @ TEN Titans,Tyjae Spears,Longest Reception,10.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,NY Jets @ NE Patriots,Breece Hall,Longest Reception,10.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,GB Packers @ NY Giants,Tyrone Tracy Jr.,Longest Reception,10.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,SEA Seahawks @ LA Rams,Elijah Arroyo,Longest Reception,9.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,DAL Cowboys @ LV Raiders,Ashton Jeanty,Longest Reception,9.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,KC Chiefs @ DEN Broncos,RJ Harvey,Longest Reception,9.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,SEA Seahawks @ LA Rams,Colby Parkinson,Longest Reception,9.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CAR Panthers @ ATL Falcons,Rico Dowdle,Longest Reception,9.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,TB Buccaneers @ BUF Bills,James Cook,Longest Reception,9.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,CIN Bengals @ PIT Steelers,Kenneth Gainwell,Longest Reception,9.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,SF 49ers @ ARI Cardinals,Zonovan Knight,Longest Reception,9.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,DAL Cowboys @ LV Raiders,Javonte Williams,Longest Reception,9.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,WAS Commanders @ MIA Dolphins,John Bates,Longest Reception,9.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,LA Chargers @ JAX Jaguars,Kimani Vidal,Longest Reception,8.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,SEA Seahawks @ LA Rams,Kyren Williams,Longest Reception,8.5,−125,−105,DraftKings,2025-11-13T11:51:57.956264
11,NY Jets @ NE Patriots,Isaiah Williams,Longest Reception,8.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,KC Chiefs @ DEN Broncos,Noah Gray,Longest Reception,8.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CIN Bengals @ PIT Steelers,Tanner Hudson,Longest Reception,8.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,HOU Texans @ TEN Titans,Tony Pollard,Longest Reception,8.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,KC Chiefs @ DEN Broncos,JuJu Smith-Schuster,Longest Reception,7.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,DET Lions @ PHI Eagles,David Montgomery,Longest Reception,7.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,KC Chiefs @ DEN Broncos,Patrick Mahomes,Longest Passing Completion,37.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,SEA Seahawks @ LA Rams,Sam Darnold,Longest Passing Completion,37.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,SEA Seahawks @ LA Rams,Matthew Stafford,Longest Passing Completion,37.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,GB Packers @ NY Giants,Jordan Love,Longest Passing Completion,37.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,NY Jets @ NE Patriots,Drake Maye,Longest Passing Completion,36.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,CHI Bears @ MIN Vikings,J.J. McCarthy,Longest Passing Completion,36.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CIN Bengals @ PIT Steelers,Aaron Rodgers,Longest Passing Completion,35.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,KC Chiefs @ DEN Broncos,Bo Nix,Longest Passing Completion,35.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,DAL Cowboys @ LV Raiders,Dak Prescott,Longest Passing Completion,35.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,DET Lions @ PHI Eagles,Jalen Hurts,Longest Passing Completion,35.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,CHI Bears @ MIN Vikings,Caleb Williams,Longest Passing Completion,35.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CIN Bengals @ PIT Steelers,Joe Flacco,Longest Passing Completion,35.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,TB Buccaneers @ BUF Bills,Josh Allen,Longest Passing Completion,35.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,BAL Ravens @ CLE Browns,Lamar Jackson,Longest Passing Completion,35.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,DET Lions @ PHI Eagles,Jared Goff,Longest Passing Completion,35.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,LA Chargers @ JAX Jaguars,Justin Herbert,Longest Passing Completion,35.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,WAS Commanders @ MIA Dolphins,Tua Tagovailoa,Longest Passing Completion,35.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,TB Buccaneers @ BUF Bills,Baker Mayfield,Longest Passing Completion,34.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,SF 49ers @ ARI Cardinals,Jacoby Brissett,Longest Passing Completion,34.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,CAR Panthers @ ATL Falcons,Michael Penix Jr.,Longest Passing Completion,34.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,GB Packers @ NY Giants,Jameis Winston,Longest Passing Completion,34.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,LA Chargers @ JAX Jaguars,Trevor Lawrence,Longest Passing Completion,33.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,WAS Commanders @ MIA Dolphins,Marcus Mariota,Longest Passing Completion,33.5,−105,−125,DraftKings,2025-11-13T11:51:57.956264
11,HOU Texans @ TEN Titans,Davis Mills,Longest Passing Completion,32.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,HOU Texans @ TEN Titans,Cameron Ward,Longest Passing Completion,32.5,−115,−115,DraftKings,2025-11-13T11:51:57.956264
11,CAR Panthers @ ATL Falcons,Bryce Young,Longest Passing Completion,29.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
11,BAL Ravens @ CLE Browns,Dillon Gabriel,Longest Passing Completion,28.5,−110,−120,DraftKings,2025-11-13T11:51:57.956264
11,NY Jets @ NE Patriots,Justin Fields,Longest Passing Completion,25.5,−120,−110,DraftKings,2025-11-13T11:51:57.956264
